train_loss
0.0007704100247124466
0.0004371186332718935
0.00030623674269825607
0.0002365774107416581
0.00021374729153556435
0.0001976292766571254
0.00017913255180005485
0.00015346498992362378
0.00014904852827273818
0.00013722259665177708
0.00012387155433019387
0.00011090225258640759
0.00011098385902632614
9.645398226986837e-05
9.35289261002365e-05
8.236930407246272e-05
8.39416637026428e-05
7.344627585683026e-05
7.398134356876375e-05
6.24997972812596e-05
5.649763493563244e-05
5.439334771446218e-05
5.083364738784811e-05
4.6580226924153084e-05
4.573294641858763e-05
4.399162406798496e-05
4.099599180437731e-05
4.2933199250335154e-05
4.190249632422504e-05
3.4867000129090264e-05
3.759013007506188e-05
3.733603174465798e-05
3.193323502449746e-05
3.3554667271921654e-05
3.3695472665135176e-05
3.295449100477879e-05
2.82588151405286e-05
3.257906254758586e-05
2.8279135618708542e-05
2.8192480364887902e-05
2.6283556921118027e-05
2.8354826007884816e-05
2.487368024211329e-05
2.6191456967984666e-05
2.3787147059739272e-05
2.40879009550331e-05
2.4902528777175224e-05
2.4016864717061845e-05
2.051908691843279e-05
2.244160037425714e-05
2.0510663909348926e-05
2.0275012184820483e-05
1.9318187415889523e-05
1.9236812883779135e-05
1.8978643782117744e-05
2.0140468524580366e-05
1.898155589134724e-05
1.7412833241154177e-05
1.6707258878318035e-05
1.785659933039007e-05
1.6763254334317918e-05
1.830213886353017e-05
1.6848064541247775e-05
1.7487607454786857e-05
1.550169662207235e-05
1.4942513200183811e-05
1.7284987938628362e-05
1.4596973127764817e-05
1.5906281448701984e-05
1.4308512520853713e-05
1.572060757228298e-05
1.4588458291037959e-05
1.379666081835258e-05
1.4586635896249594e-05
1.4271573793765276e-05
1.3663110263102996e-05
1.3484443037000625e-05
1.2706245937532893e-05
1.3188464680872724e-05
1.2963258021565188e-05
1.2869947754877234e-05
1.1633634806443928e-05
1.2733360790082084e-05
1.2733509745361034e-05
1.1631653252112876e-05
1.0895655674635329e-05
1.1838135570050494e-05
1.0990105104898544e-05
1.2189172906573731e-05
1.145172745674356e-05
1.0869557631072355e-05
1.1122408100233343e-05
1.0316712134089803e-05
1.1527046812683953e-05
1.0739354193525956e-05
1.0329454958499977e-05
1.0484729351534896e-05
9.686811962665718e-06
1.0659555248169602e-05
9.35211853073047e-06
1.0614432456498675e-05
1.0720444352649124e-05
9.685947469680583e-06
9.03216483976041e-06
9.059572158660056e-06
9.142052832379593e-06
8.993356371375943e-06
9.792107856212021e-06
8.438147518188775e-06
8.227499114470949e-06
9.412175294428659e-06
8.381481838838151e-06
9.013362456726657e-06
8.651359541536108e-06
8.105505030448049e-06
8.245984456816215e-06
7.833273609985183e-06
7.648915516024225e-06
8.223074912876303e-06
8.285449549053478e-06
7.837253482525553e-06
8.286291694454511e-06
7.708223223250236e-06
8.476689451262413e-06
7.520527029968508e-06
