execution_time
189.8876576423645
144.00418543815613
144.51623558998108
142.94334769248962
145.0296573638916
143.71953296661377
142.9844000339508
143.45784997940063
143.79133868217468
142.73661470413208
143.66658115386963
142.2517774105072
143.70413041114807
143.37635684013367
142.99044466018677
143.08839654922485
143.18696284294128
144.17546558380127
141.94168090820312
142.47444796562195
144.1406102180481
142.99767112731934
143.57693696022034
143.78045272827148
144.4716763496399
145.34122347831726
144.36987853050232
143.16626000404358
143.44693970680237
143.20973873138428
143.42310333251953
144.02772426605225
142.5955502986908
142.46571445465088
143.55324602127075
141.1533465385437
143.3206822872162
142.3803150653839
144.26966047286987
144.6541609764099
143.5317542552948
144.75731420516968
143.7389099597931
145.31062006950378
143.0867509841919
144.20886611938477
142.86059093475342
144.00958704948425
142.84154415130615
144.55935049057007
145.84552764892578
143.66423916816711
142.865149974823
143.68745470046997
144.98727536201477
142.81626319885254
144.57469534873962
143.40952110290527
144.2121560573578
143.8603675365448
144.0848352909088
142.72761058807373
143.89650583267212
142.6659119129181
144.61659336090088
141.9989697933197
145.46878385543823
142.53906965255737
143.0511748790741
142.916677236557
143.66208958625793
141.95631432533264
143.13484454154968
144.42753434181213
142.82355570793152
144.2656970024109
143.95692896842957
143.23516869544983
142.78951835632324
142.56646823883057
142.95230984687805
141.91754817962646
142.54113864898682
144.89050483703613
144.11213541030884
144.16463899612427
143.79213786125183
143.54853773117065
142.54084181785583
143.4165017604828
143.15112733840942
143.67884159088135
144.95918536186218
144.60869359970093
143.9325761795044
142.71677565574646
142.18272590637207
142.97772192955017
143.55962347984314
142.36448574066162
143.9364984035492
144.27198767662048
143.69315242767334
144.3575291633606
144.13823175430298
142.88078594207764
143.81282496452332
143.75415802001953
143.7467098236084
143.96358561515808
144.78509545326233
142.20799851417542
144.2983319759369
143.14727187156677
144.2740330696106
143.92392420768738
143.43227434158325
143.21569871902466
142.9152011871338
143.67679858207703
143.2510313987732
143.4042844772339
143.09472370147705
142.1450753211975
144.62443804740906
